TD04H-19T Compressor Efficiency	x-axis:	cfm	y-axis:	pressure ratio
	100	150	200	250	300	350	400	500
1.4	65	73	76	72	65	55	45	10
1.5	60	72	76	75	70	64	53	20
1.6	60	70	76	76	73	68	60	35
1.7	57	66	74	76	76	71	65	42
1.8	56	64	73	76	76	74	68	50
1.9	55	61	70	76	77	75.5	73	55
2.0	50	59	68	74	76	76	73	60
2.1	47	55	65	73	76	76	74	63
2.2	45	53	63	71	75	76	75	65
2.3	43	51	62	68	74	76	76	67
2.4	40	49	60	66	73	76	76	68
